MSA,city,state_id,lat,lng,MSA
"Bellingham, WA",Bellingham,WA,48.7543,-122.4687,"Bellingham, WA"
"Santa Clara, CA",Santa Clara,CA,37.3645,-121.968,"Santa Clara, CA"
"Racine, WI",Racine,WI,42.7274,-87.8135,"Racine, WI"
"Greenville, NC",Greenville,NC,35.5956,-77.3768,"Greenville, NC"
"Stamford, CT",Stamford,CT,41.1035,-73.5583,"Stamford, CT"
"Elizabeth, NJ",Elizabeth,NJ,40.6657,-74.1912,"Elizabeth, NJ"
"Johnson City, TN",Johnson City,TN,36.3406,-82.3803,"Johnson City, TN"
"Lynchburg, VA",Lynchburg,VA,37.4003,-79.1909,"Lynchburg, VA"
"Simi Valley, CA",Simi Valley,CA,34.2663,-118.749,"Simi Valley, CA"
"Fort Smith, AR",Fort Smith,AR,35.3493,-94.3695,"Fort Smith, AR"
"Kenosha, WI",Kenosha,WI,42.5864,-87.8765,"Kenosha, WI"
"Norman, OK",Norman,OK,35.2335,-97.3471,"Norman, OK"
"South Lyon, MI",South Lyon,MI,42.4614,-83.6526,"South Lyon, MI"
"Boulder, CO",Boulder,CO,40.0249,-105.2523,"Boulder, CO"
"Abilene, TX",Abilene,TX,32.4543,-99.7384,"Abilene, TX"
"Lehigh Acres, FL",Lehigh Acres,FL,26.612,-81.6388,"Lehigh Acres, FL"
"Pearland, TX",Pearland,TX,29.5585,-95.3215,"Pearland, TX"
"Berkeley, CA",Berkeley,CA,37.8723,-122.276,"Berkeley, CA"
"Richardson, TX",Richardson,TX,32.9717,-96.7093,"Richardson, TX"
"Redding, CA",Redding,CA,40.5698,-122.365,"Redding, CA"
"Arvada, CO",Arvada,CO,39.8321,-105.1511,"Arvada, CO"
"East Los Angeles, CA",East Los Angeles,CA,34.0326,-118.1691,"East Los Angeles, CA"
"St. George, UT",St. George,UT,37.077,-113.577,"St. George, UT"
"Billings, MT",Billings,MT,45.7891,-108.5524,"Billings, MT"
"Yuba City, CA",Yuba City,CA,39.1357,-121.6381,"Yuba City, CA"
"Rochester, MN",Rochester,MN,44.0151,-92.4778,"Rochester, MN"
"Leominster, MA",Leominster,MA,42.5209,-71.7717,"Leominster, MA"
"Kingsport, TN",Kingsport,TN,36.5224,-82.5453,"Kingsport, TN"
"Duluth, MN",Duluth,MN,46.7756,-92.1392,"Duluth, MN"
"Rock Hill, SC",Rock Hill,SC,34.9416,-81.0244,"Rock Hill, SC"
"Gilroy, CA",Gilroy,CA,37.0047,-121.5855,"Gilroy, CA"
"Cambridge, MA",Cambridge,MA,42.3759,-71.1185,"Cambridge, MA"
"Sugar Land, TX",Sugar Land,TX,29.5935,-95.6357,"Sugar Land, TX"
"Texas City, TX",Texas City,TX,29.4128,-94.9658,"Texas City, TX"
"Iowa City, IA",Iowa City,IA,41.6559,-91.5303,"Iowa City, IA"
"Saginaw, MI",Saginaw,MI,43.4199,-83.9501,"Saginaw, MI"
"Chico, CA",Chico,CA,39.7575,-121.8152,"Chico, CA"
"Dover, DE",Dover,DE,39.161,-75.5203,"Dover, DE"
"Clearwater, FL",Clearwater,FL,27.9789,-82.7622,"Clearwater, FL"
"Coeur d'Alene, ID",Coeur d'Alene,ID,47.7041,-116.7935,"Coeur d'Alene, ID"
"Seaside, CA",Seaside,CA,36.6224,-121.8191,"Seaside, CA"
"Independence, MO",Independence,MO,39.0871,-94.3501,"Independence, MO"
"West Jordan, UT",West Jordan,UT,40.6024,-112.0008,"West Jordan, UT"
"Brandon, FL",Brandon,FL,27.9367,-82.3,"Brandon, FL"
"Bloomington, IN",Bloomington,IN,39.1637,-86.5257,"Bloomington, IN"
"El Monte, CA",El Monte,CA,34.0739,-118.0291,"El Monte, CA"
"North Charleston, SC",North Charleston,SC,32.9066,-80.0722,"North Charleston, SC"
"Carlsbad, CA",Carlsbad,CA,33.1247,-117.2837,"Carlsbad, CA"
"St. Cloud, MN",St. Cloud,MN,45.5339,-94.1718,"St. Cloud, MN"
"Temecula, CA",Temecula,CA,33.4928,-117.1315,"Temecula, CA"
"Clovis, CA",Clovis,CA,36.8278,-119.6831,"Clovis, CA"
"Meridian, ID",Meridian,ID,43.6112,-116.3968,"Meridian, ID"
"The Woodlands, TX",The Woodlands,TX,30.1738,-95.5134,"The Woodlands, TX"
"Ponce, PR",Ponce,PR,18.012,-66.6198,"Ponce, PR"
"Westminster, CO",Westminster,CO,39.8837,-105.0624,"Westminster, CO"
"Costa Mesa, CA",Costa Mesa,CA,33.6667,-117.9135,"Costa Mesa, CA"
"Monroe, LA",Monroe,LA,32.5183,-92.0774,"Monroe, LA"
"Utica, NY",Utica,NY,43.0961,-75.226,"Utica, NY"
"Pompano Beach, FL",Pompano Beach,FL,26.2428,-80.1312,"Pompano Beach, FL"
"West Palm Beach, FL",West Palm Beach,FL,26.7468,-80.1316,"West Palm Beach, FL"
"Waterloo, IA",Waterloo,IA,42.492,-92.3522,"Waterloo, IA"
"Everett, WA",Everett,WA,47.9525,-122.1669,"Everett, WA"
"El Centro, CA",El Centro,CA,32.7867,-115.5586,"El Centro, CA"
"Santa Fe, NM",Santa Fe,NM,35.6619,-105.9819,"Santa Fe, NM"
"Downey, CA",Downey,CA,33.9379,-118.1312,"Downey, CA"
"Spring Hill, FL",Spring Hill,FL,28.4797,-82.53,"Spring Hill, FL"
"Lowell, MA",Lowell,MA,42.6389,-71.3217,"Lowell, MA"
"Centennial, CO",Centennial,CO,39.5926,-104.8674,"Centennial, CO"
"Elgin, IL",Elgin,IL,42.0385,-88.3229,"Elgin, IL"
"Richmond, CA",Richmond,CA,37.9477,-122.339,"Richmond, CA"
"Broken Arrow, OK",Broken Arrow,OK,36.0365,-95.7809,"Broken Arrow, OK"
"Miami Gardens, FL",Miami Gardens,FL,25.9433,-80.2426,"Miami Gardens, FL"
"Bend, OR",Bend,OR,44.0562,-121.3087,"Bend, OR"
"Burlington, VT",Burlington,VT,44.4877,-73.2314,"Burlington, VT"
"Jurupa Valley, CA",Jurupa Valley,CA,34.001,-117.4705,"Jurupa Valley, CA"
"Sandy Springs, GA",Sandy Springs,GA,33.9366,-84.3703,"Sandy Springs, GA"
"Gresham, OR",Gresham,OR,45.5023,-122.4413,"Gresham, OR"
"Lewisville, TX",Lewisville,TX,33.0452,-96.9823,"Lewisville, TX"
"Hillsboro, OR",Hillsboro,OR,45.5272,-122.9361,"Hillsboro, OR"
"San Buenaventura, CA",San Buenaventura,CA,34.2741,-119.2314,"San Buenaventura, CA"
"Jacksonville, NC",Jacksonville,NC,34.7288,-77.3941,"Jacksonville, NC"
"Pottstown, PA",Pottstown,PA,40.2507,-75.6444,"Pottstown, PA"
"Inglewood, CA",Inglewood,CA,33.9566,-118.3444,"Inglewood, CA"
"League City, TX",League City,TX,29.4873,-95.1087,"League City, TX"
"Eau Claire, WI",Eau Claire,WI,44.8199,-91.4949,"Eau Claire, WI"
"Turlock, CA",Turlock,CA,37.5053,-120.8588,"Turlock, CA"
"Temple, TX",Temple,TX,31.1076,-97.3894,"Temple, TX"
"Sioux City, IA",Sioux City,IA,42.4959,-96.3901,"Sioux City, IA"
"Salisbury, MD",Salisbury,MD,38.3756,-75.5867,"Salisbury, MD"
"Davie, FL",Davie,FL,26.0789,-80.287,"Davie, FL"
"Daly City, CA",Daly City,CA,37.6862,-122.4685,"Daly City, CA"
"Highlands Ranch, CO",Highlands Ranch,CO,39.5419,-104.9708,"Highlands Ranch, CO"
"Allen, TX",Allen,TX,33.1088,-96.6735,"Allen, TX"
"West Covina, CA",West Covina,CA,34.0555,-117.9112,"West Covina, CA"
"Sparks, NV",Sparks,NV,39.5729,-119.7157,"Sparks, NV"
"Wichita Falls, TX",Wichita Falls,TX,33.9072,-98.5291,"Wichita Falls, TX"
"San Mateo, CA",San Mateo,CA,37.5521,-122.3122,"San Mateo, CA"
"Columbia, MD",Columbia,MD,39.2004,-76.859,"Columbia, MD"
"Norwalk, CA",Norwalk,CA,33.9069,-118.0829,"Norwalk, CA"
"Rialto, CA",Rialto,CA,34.1174,-117.3894,"Rialto, CA"
"Manteca, CA",Manteca,CA,37.7927,-121.2264,"Manteca, CA"
"Arden-Arcade, CA",Arden-Arcade,CA,38.6034,-121.381,"Arden-Arcade, CA"
"El Cajon, CA",El Cajon,CA,32.8017,-116.9605,"El Cajon, CA"
"Burbank, CA",Burbank,CA,34.1879,-118.3235,"Burbank, CA"
"Longmont, CO",Longmont,CO,40.1686,-105.1005,"Longmont, CO"
"Renton, WA",Renton,WA,47.4784,-122.1919,"Renton, WA"
"Vista, CA",Vista,CA,33.1896,-117.2386,"Vista, CA"
"Logan, UT",Logan,UT,41.74,-111.8419,"Logan, UT"
"Prescott Valley, AZ",Prescott Valley,AZ,34.5983,-112.3176,"Prescott Valley, AZ"
"Vacaville, CA",Vacaville,CA,38.359,-121.968,"Vacaville, CA"
"Edinburg, TX",Edinburg,TX,26.3197,-98.1596,"Edinburg, TX"
"Carmel, IN",Carmel,IN,39.965,-86.146,"Carmel, IN"
"Spokane Valley, WA",Spokane Valley,WA,47.6626,-117.2346,"Spokane Valley, WA"
"San Angelo, TX",San Angelo,TX,31.4424,-100.4506,"San Angelo, TX"
"La Crosse, WI",La Crosse,WI,43.824,-91.2268,"La Crosse, WI"
"Idaho Falls, ID",Idaho Falls,ID,43.4872,-112.0362,"Idaho Falls, ID"
"Holland, MI",Holland,MI,42.7677,-86.0985,"Holland, MI"
"Charlottesville, VA",Charlottesville,VA,38.0375,-78.4855,"Charlottesville, VA"
"Longview, TX",Longview,TX,32.5193,-94.7621,"Longview, TX"
"Tracy, CA",Tracy,CA,37.7269,-121.4522,"Tracy, CA"
"Boca Raton, FL",Boca Raton,FL,26.3752,-80.108,"Boca Raton, FL"
"Lafayette, CO",Lafayette,CO,39.9949,-105.0997,"Lafayette, CO"
"Lee's Summit, MO",Lee's Summit,MO,38.9172,-94.3816,"Lee's Summit, MO"
"Rio Rancho, NM",Rio Rancho,NM,35.2872,-106.6981,"Rio Rancho, NM"
"South Fulton, GA",South Fulton,GA,33.6269,-84.5802,"South Fulton, GA"
"Beaverton, OR",Beaverton,OR,45.4779,-122.8168,"Beaverton, OR"
"Lawrence, KS",Lawrence,KS,38.9597,-95.2641,"Lawrence, KS"
"Bismarck, ND",Bismarck,ND,46.8144,-100.7694,"Bismarck, ND"
"Orem, UT",Orem,UT,40.2983,-111.6992,"Orem, UT"
"Middletown, OH",Middletown,OH,39.5032,-84.366,"Middletown, OH"
"San Tan Valley, AZ",San Tan Valley,AZ,33.1879,-111.5472,"San Tan Valley, AZ"
"San Marcos, CA",San Marcos,CA,33.135,-117.1744,"San Marcos, CA"
"Sandy, UT",Sandy,UT,40.571,-111.8505,"Sandy, UT"
"Federal Way, WA",Federal Way,WA,47.3091,-122.3358,"Federal Way, WA"
"Mandeville, LA",Mandeville,LA,30.3751,-90.0904,"Mandeville, LA"
"Hesperia, CA",Hesperia,CA,34.3975,-117.3147,"Hesperia, CA"
"Brockton, MA",Brockton,MA,42.0821,-71.0242,"Brockton, MA"
"Compton, CA",Compton,CA,33.893,-118.2275,"Compton, CA"
"Riverview, FL",Riverview,FL,27.8227,-82.3023,"Riverview, FL"
"Fishers, IN",Fishers,IN,39.9589,-85.9661,"Fishers, IN"
"Sunrise, FL",Sunrise,FL,26.1547,-80.2997,"Sunrise, FL"
"Bowling Green, KY",Bowling Green,KY,36.9719,-86.4373,"Bowling Green, KY"
"Roswell, GA",Roswell,GA,34.0391,-84.3513,"Roswell, GA"
"Menifee, CA",Menifee,CA,33.6909,-117.1849,"Menifee, CA"
"Plantation, FL",Plantation,FL,26.126,-80.2617,"Plantation, FL"
"Dover, NH",Dover,NH,43.1887,-70.8845,"Dover, NH"
"Quincy, MA",Quincy,MA,42.2516,-71.0183,"Quincy, MA"
"Portsmouth, VA",Portsmouth,VA,36.8468,-76.354,"Portsmouth, VA"
"Chino, CA",Chino,CA,33.9836,-117.6654,"Chino, CA"
"Lynn, MA",Lynn,MA,42.4779,-70.9663,"Lynn, MA"
"Edmond, OK",Edmond,OK,35.6689,-97.4159,"Edmond, OK"
"Hanford, CA",Hanford,CA,36.3274,-119.6549,"Hanford, CA"
"Dearborn, MI",Dearborn,MI,42.3127,-83.2129,"Dearborn, MI"
"Livonia, MI",Livonia,MI,42.3972,-83.3733,"Livonia, MI"
"South Gate, CA",South Gate,CA,33.9448,-118.1926,"South Gate, CA"
"Vineland, NJ",Vineland,NJ,39.4653,-74.9981,"Vineland, NJ"
"Florence, SC",Florence,SC,34.1781,-79.7877,"Florence, SC"
"Portsmouth, NH",Portsmouth,NH,43.058,-70.7826,"Portsmouth, NH"
"Slidell, LA",Slidell,LA,30.2881,-89.7826,"Slidell, LA"
"Lawton, OK",Lawton,OK,34.6176,-98.4203,"Lawton, OK"
"Kirkland, WA",Kirkland,WA,47.6974,-122.2054,"Kirkland, WA"
"Missoula, MT",Missoula,MT,46.875,-114.0214,"Missoula, MT"
"Auburn, AL",Auburn,AL,32.6087,-85.4899,"Auburn, AL"
"Rapid City, SD",Rapid City,SD,44.0716,-103.2204,"Rapid City, SD"
"Terre Haute, IN",Terre Haute,IN,39.4654,-87.3763,"Terre Haute, IN"
"Suffolk, VA",Suffolk,VA,36.6953,-76.6398,"Suffolk, VA"
"Blacksburg, VA",Blacksburg,VA,37.23,-80.4279,"Blacksburg, VA"
"Mount Pleasant, SC",Mount Pleasant,SC,32.8538,-79.8204,"Mount Pleasant, SC"
"Carson, CA",Carson,CA,33.8374,-118.2559,"Carson, CA"
"Conroe, TX",Conroe,TX,30.3239,-95.4825,"Conroe, TX"
"Alafaya, FL",Alafaya,FL,28.5278,-81.1865,"Alafaya, FL"
"Livermore, CA",Livermore,CA,37.6862,-121.7608,"Livermore, CA"
"Westminster, CA",Westminster,CA,33.7523,-117.9938,"Westminster, CA"
"Germantown, MD",Germantown,MD,39.1755,-77.2643,"Germantown, MD"
"Santa Monica, CA",Santa Monica,CA,34.0232,-118.4813,"Santa Monica, CA"
"New Braunfels, TX",New Braunfels,TX,29.6994,-98.1148,"New Braunfels, TX"
"Fall River, MA",Fall River,MA,41.7137,-71.1014,"Fall River, MA"
"Albany, GA",Albany,GA,31.5776,-84.1762,"Albany, GA"
"Miami Beach, FL",Miami Beach,FL,25.8171,-80.1396,"Miami Beach, FL"
"Norwalk, CT",Norwalk,CT,41.1144,-73.4215,"Norwalk, CT"
"San Leandro, CA",San Leandro,CA,37.7071,-122.1601,"San Leandro, CA"
"O'Fallon, MO",O'Fallon,MO,38.785,-90.7175,"O'Fallon, MO"
"Newton, MA",Newton,MA,42.3316,-71.2085,"Newton, MA"
"Muncie, IN",Muncie,IN,40.1989,-85.395,"Muncie, IN"
"Citrus Heights, CA",Citrus Heights,CA,38.6948,-121.288,"Citrus Heights, CA"
"State College, PA",State College,PA,40.7909,-77.8568,"State College, PA"
"Town 'n' Country, FL",Town 'n' Country,FL,28.0108,-82.576,"Town 'n' Country, FL"
"Decatur, IL",Decatur,IL,39.8556,-88.9337,"Decatur, IL"
"Jackson, MI",Jackson,MI,42.2431,-84.4037,"Jackson, MI"
"Fort Myers, FL",Fort Myers,FL,26.6195,-81.8303,"Fort Myers, FL"
"Goodyear, AZ",Goodyear,AZ,33.2613,-112.3622,"Goodyear, AZ"
"Dalton, GA",Dalton,GA,34.769,-84.9712,"Dalton, GA"
"Bryan, TX",Bryan,TX,30.6657,-96.3668,"Bryan, TX"
"Waukegan, IL",Waukegan,IL,42.3697,-87.8716,"Waukegan, IL"
"Hawthorne, CA",Hawthorne,CA,33.9146,-118.3476,"Hawthorne, CA"
"Anderson, IN",Anderson,IN,40.0891,-85.6893,"Anderson, IN"
"Redwood City, CA",Redwood City,CA,37.5026,-122.2252,"Redwood City, CA"
"Hoover, AL",Hoover,AL,33.3754,-86.8064,"Hoover, AL"
"Lake Forest, CA",Lake Forest,CA,33.6606,-117.6712,"Lake Forest, CA"
"Napa, CA",Napa,CA,38.2976,-122.3011,"Napa, CA"
"Whittier, CA",Whittier,CA,33.9678,-118.0188,"Whittier, CA"
"Clifton, NJ",Clifton,NJ,40.8631,-74.1575,"Clifton, NJ"
"Largo, FL",Largo,FL,27.9088,-82.7711,"Largo, FL"
"Bloomington, MN",Bloomington,MN,44.8306,-93.3151,"Bloomington, MN"
"Johns Creek, GA",Johns Creek,GA,34.0333,-84.2027,"Johns Creek, GA"
"Newport Beach, CA",Newport Beach,CA,33.6151,-117.8669,"Newport Beach, CA"
"Mission, TX",Mission,TX,26.2041,-98.3251,"Mission, TX"
"Milpitas, CA",Milpitas,CA,37.4339,-121.8921,"Milpitas, CA"
"Troy, MI",Troy,MI,42.5818,-83.1457,"Troy, MI"
"Madera, CA",Madera,CA,36.9631,-120.0782,"Madera, CA"
"Joplin, MO",Joplin,MO,37.0758,-94.5018,"Joplin, MO"
"Chino Hills, CA",Chino Hills,CA,33.9508,-117.7253,"Chino Hills, CA"
"Alhambra, CA",Alhambra,CA,34.084,-118.1355,"Alhambra, CA"
"Franklin, TN",Franklin,TN,35.9216,-86.8525,"Franklin, TN"
"Melbourne, FL",Melbourne,FL,28.1085,-80.6627,"Melbourne, FL"
"Port Huron, MI",Port Huron,MI,42.9822,-82.4387,"Port Huron, MI"
"Springfield, OH",Springfield,OH,39.9297,-83.7957,"Springfield, OH"
"Mountain View, CA",Mountain View,CA,37.4,-122.0796,"Mountain View, CA"
"Zephyrhills, FL",Zephyrhills,FL,28.2408,-82.1796,"Zephyrhills, FL"
"St. Augustine, FL",St. Augustine,FL,29.8977,-81.31,"St. Augustine, FL"
"Flagstaff, AZ",Flagstaff,AZ,35.1872,-111.6195,"Flagstaff, AZ"
"Buena Park, CA",Buena Park,CA,33.8572,-118.0046,"Buena Park, CA"
"Pleasanton, CA",Pleasanton,CA,37.6663,-121.8805,"Pleasanton, CA"
"Silver Spring, MD",Silver Spring,MD,39.0028,-77.0207,"Silver Spring, MD"
"Atascocita, TX",Atascocita,TX,29.9777,-95.1953,"Atascocita, TX"
"Westland, MI",Westland,MI,42.3192,-83.3805,"Westland, MI"
"Auburn, WA",Auburn,WA,47.3039,-122.2108,"Auburn, WA"
"Cranston, RI",Cranston,RI,41.7658,-71.4857,"Cranston, RI"
"Somerville, MA",Somerville,MA,42.3908,-71.1013,"Somerville, MA"
"Folsom, CA",Folsom,CA,38.6668,-121.1422,"Folsom, CA"
"Springdale, AR",Springdale,AR,36.1899,-94.1574,"Springdale, AR"
"Deerfield Beach, FL",Deerfield Beach,FL,26.305,-80.1277,"Deerfield Beach, FL"
"Warwick, RI",Warwick,RI,41.7062,-71.4334,"Warwick, RI"
"Cicero, IL",Cicero,IL,41.8445,-87.7593,"Cicero, IL"
"Farmington Hills, MI",Farmington Hills,MI,42.486,-83.3771,"Farmington Hills, MI"
"Newark, OH",Newark,OH,40.0705,-82.4251,"Newark, OH"
"Williamsburg, VA",Williamsburg,VA,37.2692,-76.7076,"Williamsburg, VA"
"Brooklyn Park, MN",Brooklyn Park,MN,45.1112,-93.3505,"Brooklyn Park, MN"
"Hattiesburg, MS",Hattiesburg,MS,31.3074,-89.317,"Hattiesburg, MS"
"Alexandria, LA",Alexandria,LA,31.2923,-92.4702,"Alexandria, LA"
"Lawrence, MA",Lawrence,MA,42.7003,-71.1626,"Lawrence, MA"
"Florence, AL",Florence,AL,34.8303,-87.6654,"Florence, AL"
"Valdosta, GA",Valdosta,GA,30.8502,-83.2788,"Valdosta, GA"
"Plymouth, MN",Plymouth,MN,45.0225,-93.4618,"Plymouth, MN"
"Buckeye, AZ",Buckeye,AZ,33.4314,-112.6429,"Buckeye, AZ"
"Georgetown, TX",Georgetown,TX,30.6668,-97.6953,"Georgetown, TX"
"Cheyenne, WY",Cheyenne,WY,41.1351,-104.79,"Cheyenne, WY"
"Cedar Park, TX",Cedar Park,TX,30.5106,-97.8196,"Cedar Park, TX"
"The Villages, FL",The Villages,FL,28.9021,-81.9888,"The Villages, FL"
"Kokomo, IN",Kokomo,IN,40.464,-86.1277,"Kokomo, IN"
"Tustin, CA",Tustin,CA,33.7309,-117.8106,"Tustin, CA"
"Lakewood, CA",Lakewood,CA,33.8471,-118.1221,"Lakewood, CA"
"Perris, CA",Perris,CA,33.7899,-117.2233,"Perris, CA"
"St. Joseph, MO",St. Joseph,MO,39.7599,-94.821,"St. Joseph, MO"
"Flower Mound, TX",Flower Mound,TX,33.0344,-97.1146,"Flower Mound, TX"
"Pharr, TX",Pharr,TX,26.1685,-98.1904,"Pharr, TX"
"Pine Hills, FL",Pine Hills,FL,28.5818,-81.4693,"Pine Hills, FL"
"Alton, IL",Alton,IL,38.9034,-90.1523,"Alton, IL"
"Loveland, CO",Loveland,CO,40.4166,-105.0623,"Loveland, CO"
"Boynton Beach, FL",Boynton Beach,FL,26.5281,-80.0811,"Boynton Beach, FL"
"New Rochelle, NY",New Rochelle,NY,40.9305,-73.7836,"New Rochelle, NY"
"Anderson, SC",Anderson,SC,34.5211,-82.6479,"Anderson, SC"
"Jonesboro, AR",Jonesboro,AR,35.8212,-90.6791,"Jonesboro, AR"
"Lebanon, PA",Lebanon,PA,40.3412,-76.4227,"Lebanon, PA"
"Parma, OH",Parma,OH,41.3843,-81.7286,"Parma, OH"
"Layton, UT",Layton,UT,41.0769,-111.9621,"Layton, UT"
"Elizabethtown, KY",Elizabethtown,KY,37.703,-85.877,"Elizabethtown, KY"
"Texarkana, TX",Texarkana,TX,33.4487,-94.0815,"Texarkana, TX"
"Alameda, CA",Alameda,CA,37.767,-122.2672,"Alameda, CA"
"Kankakee, IL",Kankakee,IL,41.1019,-87.8643,"Kankakee, IL"
"Watsonville, CA",Watsonville,CA,36.9206,-121.7706,"Watsonville, CA"
"Porterville, CA",Porterville,CA,36.0644,-119.0338,"Porterville, CA"
"Baytown, TX",Baytown,TX,29.7586,-94.9669,"Baytown, TX"
"Upland, CA",Upland,CA,34.1178,-117.6603,"Upland, CA"
"Davis, CA",Davis,CA,38.5552,-121.7365,"Davis, CA"
"Camarillo, CA",Camarillo,CA,34.223,-119.0322,"Camarillo, CA"
"South Jordan, UT",South Jordan,UT,40.557,-111.9782,"South Jordan, UT"
"Battle Creek, MI",Battle Creek,MI,42.2986,-85.2296,"Battle Creek, MI"
"Bellflower, CA",Bellflower,CA,33.888,-118.1271,"Bellflower, CA"
"San Marcos, TX",San Marcos,TX,29.8736,-97.9381,"San Marcos, TX"
"San Ramon, CA",San Ramon,CA,37.7625,-121.9365,"San Ramon, CA"
"Lake Jackson, TX",Lake Jackson,TX,29.0516,-95.4522,"Lake Jackson, TX"
"Bethlehem, PA",Bethlehem,PA,40.6266,-75.3679,"Bethlehem, PA"
"Wyoming, MI",Wyoming,MI,42.8909,-85.7066,"Wyoming, MI"
"Oshkosh, WI",Oshkosh,WI,44.0228,-88.5619,"Oshkosh, WI"
"Hammond, IN",Hammond,IN,41.6169,-87.491,"Hammond, IN"
"Waldorf, MD",Waldorf,MD,38.6085,-76.9195,"Waldorf, MD"
"Missouri City, TX",Missouri City,TX,29.563,-95.5365,"Missouri City, TX"
"Pasco, WA",Pasco,WA,46.2506,-119.1304,"Pasco, WA"
"Wheeling, WV",Wheeling,WV,40.0752,-80.6951,"Wheeling, WV"
"Kendall, FL",Kendall,FL,25.6697,-80.3556,"Kendall, FL"
"Baldwin Park, CA",Baldwin Park,CA,34.0829,-117.9721,"Baldwin Park, CA"
"Rancho Cordova, CA",Rancho Cordova,CA,38.574,-121.2523,"Rancho Cordova, CA"
"Conway, AR",Conway,AR,35.0754,-92.4694,"Conway, AR"
"Gary, IN",Gary,IN,41.5906,-87.3472,"Gary, IN"
"Altoona, PA",Altoona,PA,40.5082,-78.4007,"Altoona, PA"
"Lodi, CA",Lodi,CA,38.1218,-121.2932,"Lodi, CA"
"Arlington Heights, IL",Arlington Heights,IL,42.0955,-87.9825,"Arlington Heights, IL"
"Bolingbrook, IL",Bolingbrook,IL,41.6903,-88.1019,"Bolingbrook, IL"
"Rochester Hills, MI",Rochester Hills,MI,42.6645,-83.1563,"Rochester Hills, MI"
"Winchester, VA",Winchester,VA,39.1735,-78.1746,"Winchester, VA"
"Framingham, MA",Framingham,MA,42.3085,-71.4368,"Framingham, MA"
"Hilton Head Island, SC",Hilton Head Island,SC,32.1896,-80.7499,"Hilton Head Island, SC"
"Centreville, VA",Centreville,VA,38.8391,-77.4388,"Centreville, VA"
"Union City, CA",Union City,CA,37.603,-122.0187,"Union City, CA"
"Owensboro, KY",Owensboro,KY,37.7574,-87.1173,"Owensboro, KY"
"Jackson, TN",Jackson,TN,35.6535,-88.8353,"Jackson, TN"
"Cleveland, TN",Cleveland,TN,35.1817,-84.8707,"Cleveland, TN"
"Wausau, WI",Wausau,WI,44.962,-89.6459,"Wausau, WI"
"Camden, NJ",Camden,NJ,39.9362,-75.1073,"Camden, NJ"
"Anniston, AL",Anniston,AL,33.6712,-85.8136,"Anniston, AL"
"Evanston, IL",Evanston,IL,42.0463,-87.6942,"Evanston, IL"
"Apple Valley, CA",Apple Valley,CA,34.5328,-117.2104,"Apple Valley, CA"
"Mansfield, OH",Mansfield,OH,40.7656,-82.5275,"Mansfield, OH"
"Caguas, PR",Caguas,PR,18.2319,-66.0388,"Caguas, PR"
"Schaumburg, IL",Schaumburg,IL,42.0307,-88.0838,"Schaumburg, IL"
"Pocatello, ID",Pocatello,ID,42.8724,-112.4646,"Pocatello, ID"
"Woodbury, MN",Woodbury,MN,44.9056,-92.923,"Woodbury, MN"
"Southfield, MI",Southfield,MI,42.4765,-83.2605,"Southfield, MI"
"Ellicott City, MD",Ellicott City,MD,39.2773,-76.8344,"Ellicott City, MD"
"Dale City, VA",Dale City,VA,38.6473,-77.3459,"Dale City, VA"
"Maple Grove, MN",Maple Grove,MN,45.1089,-93.4626,"Maple Grove, MN"
"Pittsburg, CA",Pittsburg,CA,38.0182,-121.8964,"Pittsburg, CA"
"New Britain, CT",New Britain,CT,41.6758,-72.7862,"New Britain, CT"
"Morgantown, WV",Morgantown,WV,39.638,-79.9468,"Morgantown, WV"
"Mansfield, TX",Mansfield,TX,32.569,-97.1211,"Mansfield, TX"
"Hammond, LA",Hammond,LA,30.5061,-90.4563,"Hammond, LA"
"Dothan, AL",Dothan,AL,31.2335,-85.4069,"Dothan, AL"
"Harrisonburg, VA",Harrisonburg,VA,38.4361,-78.8735,"Harrisonburg, VA"
"Wenatchee, WA",Wenatchee,WA,47.4356,-120.3283,"Wenatchee, WA"
"Waukesha, WI",Waukesha,WI,43.0087,-88.2464,"Waukesha, WI"
"Pawtucket, RI",Pawtucket,RI,41.8744,-71.3743,"Pawtucket, RI"
"Redmond, WA",Redmond,WA,47.6762,-122.1169,"Redmond, WA"
"Lauderhill, FL",Lauderhill,FL,26.1605,-80.2242,"Lauderhill, FL"
"Sumter, SC",Sumter,SC,33.9392,-80.393,"Sumter, SC"
"Redlands, CA",Redlands,CA,34.0511,-117.1712,"Redlands, CA"
"Daphne, AL",Daphne,AL,30.6286,-87.8866,"Daphne, AL"
"Mount Vernon, WA",Mount Vernon,WA,48.4202,-122.3115,"Mount Vernon, WA"
"Weston, FL",Weston,FL,26.1006,-80.4054,"Weston, FL"
"St. Charles, MO",St. Charles,MO,38.7954,-90.5157,"St. Charles, MO"
"Janesville, WI",Janesville,WI,42.6855,-89.0136,"Janesville, WI"
"Sherman, TX",Sherman,TX,33.6274,-96.6218,"Sherman, TX"
"North Richland Hills, TX",North Richland Hills,TX,32.8605,-97.218,"North Richland Hills, TX"
"Broomfield, CO",Broomfield,CO,39.9541,-105.0527,"Broomfield, CO"
"El Paso de Robles, CA",El Paso de Robles,CA,35.6394,-120.656,"El Paso de Robles, CA"
"Bristol, TN",Bristol,TN,36.5572,-82.2154,"Bristol, TN"
